date,spx,vix,momentum,put_delta,call_delta,contracts,credit,pnl,capital,win,year
2025-06-09,6005.8798828125,17.15999984741211,0.011782454353755023,0.12,0.18,1,677.4516203796225,677.4516203796225,76791.68882359249,True,2025
2025-06-16,6033.10986328125,19.11000061035156,0.0045338869574591545,0.12,0.18,1,699.2819344699171,699.2819344699171,77490.97075806241,True,2025
2025-06-23,6025.169921875,19.82999992370605,0.008064237447853895,0.12,0.18,1,705.5454859825659,705.5454859825659,78196.51624404498,True,2025
2025-06-27,6173.06982421875,16.31999969482422,0.034389324419234146,0.1,0.2,1,678.7005727177643,678.7005727177643,78875.21681676274,True,2025
2025-07-02,6227.419921875,16.639999389648438,0.02220226687347271,0.1,0.2,1,683.2850405348495,683.2850405348495,79558.50185729758,True,2025
2025-07-08,6225.52001953125,16.809999465942383,0.003315066772701769,0.12,0.18,1,685.179598617566,685.179598617566,80243.68145591515,True,2025
2025-07-11,6259.75,16.399999618530273,-0.0031213576805608767,0.18,0.12,1,684.0101678096573,684.0101678096573,80927.69162372481,True,2025
2025-07-16,6263.7001953125,17.15999984741211,7.03195626527986e-05,0.12,0.18,1,688.6943815223958,688.6943815223958,81616.3860052472,True,2025
2025-07-21,6305.60009765625,16.649999618530273,0.005908859246186893,0.12,0.18,1,683.0588302998876,683.0588302998876,82299.4448355471,True,2025
2025-07-25,6388.64013671875,14.93000030517578,0.01458681281834906,0.12,0.18,1,662.3551505772582,662.3551505772582,82961.79998612436,True,2025
2025-07-30,6362.89990234375,15.479999542236328,0.0006274260833563083,0.12,0.18,1,670.6764581223581,-2329.323541877642,80632.47644424671,False,2025
2025-08-04,6329.93994140625,17.520000457763672,-0.009363416514541312,0.18,0.12,1,695.7001213021385,695.7001213021385,81328.17656554886,True,2025
2025-08-08,6389.4501953125,15.149999618530272,0.024277042739179855,0.1,0.2,1,673.0403469415364,673.0403469415364,82001.21691249039,True,2025
2025-08-13,6466.580078125,14.489999771118164,0.01915191005428918,0.12,0.18,1,660.0725324593498,660.0725324593498,82661.28944494974,True,2025
2025-08-18,6449.14990234375,14.989999771118164,0.011877351310743078,0.12,0.18,1,666.2322669501236,666.2322669501236,83327.52171189987,True,2025
2025-08-22,6466.91015625,14.220000267028809,0.0026528500233549135,0.12,0.18,1,659.7791102805218,659.7791102805218,83987.30082218039,True,2025
2025-08-27,6481.39990234375,14.850000381469728,0.013386970793805686,0.12,0.18,1,666.999974599355,666.999974599355,84654.30079677975,True,2025
2025-09-02,6415.5400390625,17.170000076293945,-0.0036929032577032173,0.18,0.12,1,699.0434452232648,699.0434452232648,85353.344242003,True,2025
2025-09-05,6481.5,15.18000030517578,-0.0031313906650358714,0.18,0.12,1,677.0737630172448,677.0737630172448,86030.41800502026,True,2025
2025-09-10,6532.0400390625,15.350000381469728,0.012992695158486667,0.12,0.18,1,674.2255561315176,674.2255561315176,86704.64356115177,True,2025
2025-09-15,6615.27978515625,15.6899995803833,0.018495321065515657,0.12,0.18,1,680.6088144451621,680.6088144451621,87385.25237559693,True,2025
2025-09-19,6664.35986328125,15.449999809265137,0.012160737717160197,0.12,0.18,1,679.5976718535712,679.5976718535712,88064.8500474505,True,2025
